name,type16_T1.G.1_T1.G.1_gap2,type16_T1.G.1_T1.G.2_gap2,type16_T1.G.2_T1.G.1_gap2,type16_T1.G.2_T1.G.2_gap2,target
CPP_negative_513,0.0,1.0,0.0,6.0,0
CPP_negative_514,1.0,1.0,1.0,3.0,0
CPP_positive_515,1.0,0.0,0.0,5.0,1
CPP_positive_516,1.0,3.0,1.0,3.0,1
CPP_positive_517,1.0,1.0,1.0,5.0,1
CPP_positive_518,1.0,3.0,3.0,2.0,1
CPP_positive_519,1.0,4.0,3.0,0.0,1
CPP_negative_520,1.0,1.0,2.0,4.0,0
CPP_negative_521,0.0,6.0,1.0,2.0,0
CPP_negative_522,2.0,3.0,2.0,5.0,0
CPP_negative_523,0.0,0.0,1.0,3.0,0
CPP_negative_524,0.0,1.0,4.0,1.0,0
CPP_negative_525,0.0,0.0,0.0,7.0,0
CPP_negative_526,1.0,1.0,0.0,2.0,0
CPP_negative_527,0.0,4.0,1.0,5.0,0
CPP_negative_528,2.0,1.0,0.0,3.0,0
CPP_negative_529,0.0,1.0,2.0,3.0,0
CPP_negative_530,0.0,2.0,2.0,0.0,0
CPP_positive_531,0.0,0.0,2.0,1.0,1
CPP_negative_532,0.0,1.0,0.0,7.0,0
CPP_positive_533,0.0,2.0,1.0,4.0,1
CPP_positive_534,0.0,2.0,3.0,1.0,1
CPP_positive_535,0.0,2.0,2.0,3.0,1
CPP_positive_536,0.0,1.0,3.0,3.0,1
CPP_positive_537,0.0,2.0,0.0,2.0,1
CPP_negative_538,1.0,2.0,1.0,3.0,0
CPP_positive_539,0.0,2.0,1.0,2.0,1
CPP_negative_540,0.0,1.0,0.0,3.0,0
CPP_negative_541,2.0,1.0,3.0,2.0,0
CPP_positive_542,0.0,0.0,2.0,2.0,1
CPP_negative_543,0.0,0.0,0.0,6.0,0
CPP_positive_544,0.0,3.0,0.0,2.0,1
CPP_positive_545,1.0,4.0,0.0,1.0,1
CPP_negative_546,1.0,2.0,2.0,4.0,0
CPP_negative_547,0.0,0.0,1.0,3.0,0
CPP_positive_548,2.0,1.0,1.0,0.0,1
CPP_negative_549,0.0,0.0,0.0,12.0,0
CPP_negative_550,0.0,2.0,2.0,1.0,0
CPP_negative_551,0.0,3.0,2.0,0.0,0
CPP_negative_552,0.0,1.0,3.0,1.0,0
CPP_positive_553,0.0,2.0,1.0,1.0,1
CPP_positive_554,0.0,1.0,0.0,5.0,1
CPP_positive_555,0.0,1.0,1.0,3.0,1
CPP_positive_556,1.0,1.0,0.0,3.0,1
CPP_positive_557,1.0,1.0,2.0,1.0,1
CPP_negative_558,1.0,1.0,0.0,4.0,0
CPP_negative_559,0.0,0.0,0.0,7.0,0
CPP_negative_560,0.0,5.0,0.0,6.0,0
CPP_positive_561,3.0,1.0,3.0,2.0,1
CPP_negative_562,0.0,2.0,2.0,1.0,0
CPP_negative_563,1.0,1.0,0.0,7.0,0
CPP_negative_564,2.0,0.0,1.0,1.0,0
CPP_positive_565,1.0,4.0,0.0,1.0,1
CPP_negative_566,1.0,3.0,2.0,4.0,0
CPP_negative_567,2.0,1.0,2.0,4.0,0
CPP_negative_568,2.0,0.0,1.0,3.0,0
CPP_negative_569,0.0,0.0,1.0,5.0,0
CPP_negative_570,0.0,0.0,0.0,6.0,0
CPP_negative_571,5.0,1.0,0.0,7.0,0
CPP_positive_572,1.0,1.0,0.0,2.0,1
CPP_positive_573,1.0,1.0,2.0,2.0,1
CPP_negative_574,3.0,2.0,1.0,1.0,0
CPP_negative_575,1.0,1.0,2.0,3.0,0
CPP_positive_576,1.0,3.0,0.0,2.0,1
CPP_positive_577,1.0,3.0,3.0,3.0,1
CPP_negative_578,2.0,2.0,5.0,5.0,0
CPP_negative_579,1.0,4.0,4.0,4.0,0
CPP_negative_580,1.0,0.0,0.0,3.0,0
CPP_positive_581,0.0,3.0,0.0,6.0,1
CPP_positive_582,3.0,2.0,4.0,4.0,1
CPP_negative_583,1.0,0.0,0.0,6.0,0
CPP_positive_584,0.0,3.0,3.0,5.0,1
CPP_negative_585,0.0,0.0,0.0,5.0,0
CPP_negative_586,0.0,3.0,2.0,5.0,0
CPP_negative_587,0.0,0.0,0.0,8.0,0
CPP_negative_588,3.0,0.0,2.0,5.0,0
CPP_positive_589,1.0,3.0,3.0,1.0,1
CPP_negative_590,0.0,3.0,0.0,1.0,0
CPP_negative_591,0.0,1.0,3.0,2.0,0
CPP_negative_592,0.0,1.0,3.0,2.0,0
CPP_negative_593,0.0,1.0,0.0,5.0,0
CPP_positive_594,2.0,1.0,3.0,7.0,1
CPP_negative_595,0.0,2.0,2.0,8.0,0
CPP_negative_596,2.0,1.0,2.0,1.0,0
CPP_negative_597,1.0,1.0,0.0,2.0,0
CPP_positive_598,0.0,1.0,1.0,1.0,1
CPP_negative_599,1.0,1.0,3.0,1.0,0
CPP_negative_600,0.0,2.0,2.0,1.0,0
CPP_positive_601,0.0,1.0,1.0,5.0,1
CPP_positive_602,0.0,2.0,1.0,2.0,1
CPP_negative_603,2.0,1.0,0.0,3.0,0
CPP_positive_604,0.0,2.0,2.0,3.0,1
CPP_positive_605,1.0,2.0,0.0,2.0,1
CPP_negative_606,0.0,0.0,0.0,5.0,0
CPP_negative_607,0.0,3.0,0.0,1.0,0
CPP_negative_608,1.0,2.0,0.0,4.0,0
CPP_positive_609,1.0,2.0,1.0,2.0,1
CPP_negative_610,0.0,1.0,2.0,2.0,0
CPP_positive_611,0.0,4.0,3.0,4.0,1
CPP_positive_612,1.0,1.0,3.0,0.0,1
CPP_negative_613,0.0,0.0,1.0,3.0,0
CPP_positive_614,0.0,1.0,0.0,2.0,1
CPP_negative_615,0.0,2.0,2.0,0.0,0
CPP_negative_616,0.0,1.0,4.0,1.0,0
CPP_negative_617,0.0,1.0,1.0,2.0,0
CPP_positive_618,0.0,2.0,2.0,0.0,1
CPP_positive_619,0.0,0.0,0.0,6.0,1
CPP_negative_620,1.0,2.0,0.0,1.0,0
CPP_negative_621,1.0,0.0,0.0,3.0,0
CPP_positive_622,0.0,2.0,2.0,1.0,1
CPP_negative_623,0.0,0.0,0.0,4.0,0
CPP_positive_624,1.0,3.0,1.0,1.0,1
CPP_negative_625,1.0,2.0,2.0,4.0,0
CPP_negative_626,1.0,2.0,2.0,0.0,0
CPP_positive_627,1.0,1.0,2.0,7.0,1
CPP_positive_628,2.0,2.0,3.0,4.0,1
CPP_negative_629,0.0,3.0,0.0,6.0,0
CPP_positive_630,0.0,1.0,4.0,1.0,1
CPP_negative_631,1.0,5.0,1.0,2.0,0
CPP_positive_632,2.0,0.0,1.0,1.0,1
CPP_negative_633,1.0,0.0,1.0,2.0,0
CPP_positive_634,1.0,0.0,3.0,2.0,1
CPP_positive_635,0.0,0.0,9.0,1.0,1
CPP_negative_636,0.0,0.0,0.0,6.0,0
CPP_positive_637,0.0,2.0,1.0,2.0,1
CPP_negative_638,2.0,1.0,2.0,3.0,0
CPP_negative_639,0.0,0.0,0.0,5.0,0
CPP_negative_640,0.0,5.0,2.0,7.0,0
CPP_positive_641,1.0,1.0,3.0,5.0,1
CPP_negative_642,0.0,1.0,0.0,11.0,0
CPP_positive_643,0.0,3.0,0.0,4.0,1
CPP_negative_644,1.0,0.0,4.0,0.0,0
CPP_negative_645,1.0,0.0,1.0,2.0,0
CPP_negative_646,0.0,0.0,2.0,13.0,0
CPP_positive_647,1.0,2.0,2.0,0.0,1
CPP_positive_648,0.0,2.0,1.0,1.0,1
CPP_positive_649,0.0,2.0,0.0,4.0,1
CPP_negative_650,0.0,2.0,1.0,1.0,0
CPP_negative_651,0.0,9.0,2.0,2.0,0
CPP_negative_652,0.0,0.0,0.0,8.0,0
CPP_negative_653,1.0,1.0,1.0,8.0,0
CPP_positive_654,1.0,0.0,3.0,3.0,1
CPP_negative_655,0.0,0.0,3.0,3.0,0
CPP_negative_656,0.0,0.0,0.0,4.0,0
CPP_negative_657,2.0,1.0,0.0,8.0,0
CPP_negative_658,0.0,0.0,1.0,4.0,0
CPP_negative_659,0.0,0.0,0.0,6.0,0
CPP_positive_660,1.0,4.0,2.0,4.0,1
CPP_negative_661,0.0,0.0,1.0,6.0,0
CPP_negative_662,2.0,1.0,2.0,1.0,0
CPP_positive_663,0.0,2.0,0.0,3.0,1
CPP_negative_664,1.0,1.0,0.0,2.0,0
CPP_negative_665,0.0,0.0,0.0,5.0,0
CPP_negative_666,0.0,1.0,0.0,5.0,0
CPP_positive_667,1.0,1.0,1.0,5.0,1
CPP_positive_668,1.0,0.0,1.0,1.0,1
CPP_positive_669,1.0,2.0,1.0,1.0,1
CPP_negative_670,0.0,2.0,1.0,4.0,0
CPP_positive_671,1.0,5.0,1.0,4.0,1
CPP_negative_672,1.0,2.0,0.0,4.0,0
CPP_positive_673,2.0,3.0,4.0,0.0,1
CPP_negative_674,0.0,1.0,2.0,5.0,0
CPP_negative_675,0.0,0.0,0.0,5.0,0
CPP_positive_676,0.0,1.0,1.0,1.0,1
CPP_positive_677,0.0,1.0,1.0,3.0,1
CPP_positive_678,1.0,1.0,2.0,2.0,1
CPP_negative_679,0.0,2.0,2.0,1.0,0
CPP_negative_680,0.0,0.0,2.0,3.0,0
CPP_positive_681,0.0,0.0,2.0,4.0,1
CPP_positive_682,0.0,1.0,2.0,1.0,1
CPP_positive_683,0.0,0.0,2.0,3.0,1
CPP_positive_684,0.0,0.0,3.0,2.0,1
CPP_positive_685,0.0,1.0,2.0,3.0,1
CPP_negative_686,1.0,2.0,1.0,0.0,0
CPP_negative_687,1.0,1.0,1.0,4.0,0
CPP_negative_688,0.0,0.0,0.0,13.0,0
CPP_negative_689,1.0,0.0,1.0,3.0,0
CPP_positive_690,0.0,2.0,1.0,3.0,1
CPP_positive_691,3.0,2.0,3.0,1.0,1
CPP_positive_692,1.0,3.0,2.0,7.0,1
CPP_negative_693,0.0,0.0,0.0,5.0,0
CPP_negative_694,1.0,2.0,0.0,8.0,0
CPP_positive_695,1.0,3.0,1.0,6.0,1
CPP_negative_696,0.0,1.0,0.0,9.0,0
CPP_negative_697,0.0,4.0,3.0,5.0,0
CPP_positive_698,0.0,3.0,3.0,4.0,1
CPP_positive_699,0.0,0.0,2.0,3.0,1
CPP_positive_700,1.0,1.0,4.0,2.0,1
CPP_negative_701,0.0,1.0,1.0,7.0,0
CPP_positive_702,1.0,4.0,1.0,1.0,1
CPP_negative_703,0.0,0.0,0.0,6.0,0
CPP_positive_704,1.0,3.0,1.0,5.0,1
CPP_positive_705,1.0,1.0,1.0,2.0,1
CPP_positive_706,1.0,3.0,0.0,2.0,1
CPP_positive_707,0.0,1.0,3.0,6.0,1
CPP_positive_708,1.0,5.0,3.0,4.0,1
CPP_negative_709,0.0,0.0,2.0,2.0,0
CPP_negative_710,0.0,8.0,3.0,2.0,0
CPP_positive_711,1.0,2.0,1.0,0.0,1
CPP_positive_712,0.0,0.0,0.0,4.0,1
CPP_positive_713,0.0,1.0,2.0,3.0,1
CPP_negative_714,0.0,2.0,3.0,4.0,0
CPP_negative_715,1.0,0.0,2.0,1.0,0
CPP_positive_716,0.0,0.0,4.0,1.0,1
CPP_positive_717,0.0,1.0,3.0,1.0,1
CPP_negative_718,0.0,0.0,2.0,5.0,0
CPP_positive_719,2.0,0.0,1.0,2.0,1
CPP_positive_720,1.0,2.0,1.0,4.0,1
CPP_positive_721,0.0,3.0,1.0,3.0,1
CPP_negative_722,0.0,1.0,3.0,6.0,0
CPP_positive_723,2.0,2.0,4.0,0.0,1
CPP_negative_724,2.0,0.0,0.0,8.0,0
CPP_negative_725,0.0,0.0,3.0,1.0,0
CPP_positive_726,1.0,2.0,1.0,2.0,1
CPP_positive_727,1.0,4.0,2.0,1.0,1
CPP_positive_728,1.0,4.0,1.0,3.0,1
CPP_negative_729,0.0,0.0,0.0,9.0,0
CPP_positive_730,2.0,0.0,2.0,1.0,1
CPP_positive_731,1.0,1.0,1.0,1.0,1
CPP_positive_732,0.0,1.0,1.0,4.0,1
CPP_negative_733,2.0,3.0,4.0,11.0,0
